index, address, array, ip_fold_1, pf_degree, valid, ppf_prediction
179, 61936630, ( 1808 1837 1866 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
180, 61936629, ( 1802 1831 1860 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
181, 61936628, ( 1799 1828 1857 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
182, 61936627, ( 1790 1819 1848 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
183, 61936626, ( 1784 1813 1842 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
184, 61936625, ( 1778 1807 1836 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
185, 61936624, ( 1772 1801 1830 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
186, 61936623, ( 1769 1798 1827 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
187, 61936622, ( 1760 1789 1818 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
188, 61936621, ( 1754 1783 1812 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
189, 61936620, ( 1748 1777 1806 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
190, 61936619, ( 1742 1771 1800 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
191, 61936618, ( 1739 1768 1797 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
192, 61936617, ( 1730 1759 1788 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
193, 61936616, ( 1724 1753 1782 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
194, 65923505, ( 693 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
195, 61936615, ( 1718 1747 1776 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
196, 65923504, ( 687 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
197, 61936614, ( 1712 1741 1770 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
198, 65923503, ( 681 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
199, 61936613, ( 1709 1738 1767 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
200, 65923502, ( 675 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
201, 61936612, ( 1700 1729 1758 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
202, 65923501, ( 672 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
203, 61936611, ( 1697 1723 1752 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
204, 65923500, ( 663 692 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
205, 61936610, ( 1694 1717 1746 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
206, 65923499, ( 657 686 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
207, 61936609, ( 1691 1711 1740 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
208, 65923498, ( 651 680 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
209, 61936608, ( 1676 1708 1737 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
210, 65923497, ( 645 674 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
211, 61936607, ( 1673 1699 1728 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
212, 65923496, ( 642 671 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
213, 61936606, ( 1670 1696 1722 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
214, 65923495, ( 633 662 691 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
215, 61936605, ( 1667 1693 1716 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
216, 65923490, ( 606 632 661 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
217, 61936600, ( 1666 1692 ), ( 0 507 ), ( 2 3 ), ( 1 1 ), ( 0 0 )
218, 65923485, ( 591 605 631 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
219, 61936595, ( 1665 ), ( 507 ), ( 3 ), ( 1 ), ( 0 )
220, 65923494, ( 627 656 685 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
221, 61936604, ( 1664 1690 1710 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
222, 65923489, ( 603 626 655 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
223, 61936599, ( 1663 1689 ), ( 0 508 ), ( 2 3 ), ( 1 1 ), ( 0 0 )
224, 65923484, ( 588 602 625 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
225, 61936594, ( 1662 ), ( 508 ), ( 3 ), ( 1 ), ( 0 )
226, 65923493, ( 621 650 679 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
227, 61936603, ( 1661 1675 1707 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
228, 65923488, ( 600 620 649 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
229, 61936598, ( 1660 1674 ), ( 0 507 ), ( 2 3 ), ( 1 1 ), ( 0 0 )
230, 65923483, ( 585 599 619 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
231, 61936593, ( 1659 ), ( 507 ), ( 3 ), ( 1 ), ( 0 )
232, 65923492, ( 615 644 673 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
233, 61936602, ( 1658 1672 1698 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
234, 65923487, ( 597 614 643 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
235, 61936597, ( 1657 1671 ), ( 0 507 ), ( 2 3 ), ( 1 1 ), ( 0 0 )
236, 65923482, ( 582 596 613 ), ( 0 0 508 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
237, 61936592, ( 1656 ), ( 507 ), ( 3 ), ( 1 ), ( 0 )
238, 65923491, ( 612 641 670 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
239, 61936601, ( 1655 1669 1695 ), ( 0 0 509 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
240, 65923486, ( 594 611 640 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
241, 61936596, ( 1654 1668 ), ( 0 509 ), ( 2 3 ), ( 1 1 ), ( 0 0 )
242, 65923481, ( 579 593 610 ), ( 0 0 507 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
243, 61936591, ( 1653 ), ( 509 ), ( 3 ), ( 1 ), ( 0 )
244, 54364302, ( 1652 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
245, 54364301, ( 1649 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
246, 54364300, ( 1646 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
247, 54364299, ( 1643 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
248, 54364298, ( 1640 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
